Transaction	Supplier	Type	Date	PLU	Paid	"Curve /
Bleap"	Value
Amazon	LetyShops	Cashback	11/03/2026	-	-	-	6.20€
Amazon	Bleap	Cashback	10/03/2026	-	-	$1.41	1.24€
Unibanco	Unibanco	Cashback	07/03/2026		-	-	20.00€
Continente	Curve	Cashback	07/03/2026	-	-	£0.21	0.25€
Bagga	Curve	Cashback	07/03/2026	-	-	£0.04	0.05€
Continente	Curve	Cashback	06/03/2026	-	-	£1.35	1.59€
MEO	Curve	Cashback	04/03/2026	-	-	£2.11	2.49€
Amazon	LetyShops	Cashback	03/03/2026	-	-	-	0.26€
Amazon	LetyShops	Cashback	28/02/2026	-	-	-	0.02€
Amazon	LetyShops	Cashback	28/02/2026	-	-	-	2.69€
MEO	Curve	Cashback	25/02/2026	-	-	£0.36	0.42€
Frango e Vicios	Cetelem	Cashback	21/02/2026	-	19.21€	-	0.58€
LIDL	Cetelem	Cashback	21/02/2026	-	8.95€	-	0.27€
LIDL	Curve	Cashback	20/02/2026	-	-	£0.08	0.09€
Continente	Curve	Cashback	20/02/2026	-	-	£0.87	1.03€
A Batina	Cetelem	Cashback	19/02/2026	-	25.00€	-	0.75€
Ivo Macedo Lisboa Luz	Cetelem	Cashback	18/02/2026	-	14.00€	-	0.42€
Amazon	LetyShops	Cashback	15/02/2026	-	-	-	6.95€
Continente	Curve	Cashback	14/02/2026	-	-	£0.33	0.39€
Mercadona	Cetelem	Cashback	14/02/2026	-	38.35€	-	1.15€
Frangos e Vicios	Cetelem	Cashback	14/02/2026	-	19.34€	-	0.58€
Continente	Cetelem	Cashback	13/02/2026	-	42.38€	-	1.27€
Prozis	Cetelem	Cashback	13/02/2026	-	67.43€	-	2.02€
Vitaminas	Cetelem	Cashback	13/02/2026	-	3.50€	-	0.11€
Companhia das Sandes	Cetelem	Cashback	13/02/2026	-	6.50€	-	0.20€
LaoLao	Cetelem	Cashback	13/02/2026	-	4.90€	-	0.15€
Vitaminas	Cetelem	Cashback	13/02/2026	-	10.45€	-	0.31€
Sabores e Mondego	Cetelem	Cashback	13/02/2026	-	10.10€	-	0.30€
LaoLao	Cetelem	Cashback	13/02/2026	-	4.90€	-	0.15€
Legumes e Outros Vicios	Cetelem	Cashback	13/02/2026	-	36.75€	-	1.10€
Continente	Cetelem	Cashback	13/02/2026	-	24.19€	-	0.73€
Continente	Cetelem	Cashback	13/02/2026	-	9.78€	-	0.29€
Pingo Doce	Cetelem	Cashback	13/02/2026	-	5.66€	-	0.17€
Continente	Cetelem	Cashback	13/02/2026	-	24.10€	-	0.72€
Continente	Cetelem	Cashback	13/02/2026	-	20.31€	-	0.61€
Continente	Cetelem	Cashback	13/02/2026	-	2.87€	-	0.09€
Unibanco	Unibanco	Cashback	08/02/2026		-	-	20.00€
Bybit	ByBit	Cashback	04/02/2026		-	-	25.00€
Continente	Curve	Cashback	01/02/2026	-	-	£0.09	0.11€
Continente	Curve	Cashback	30/01/2026	-	-	£0.21	0.25€
Bybit	ByBit	Cashback	26/01/2026		-	-	25.00€
Continente	Curve	Cashback	23/01/2026	-	-	£0.60	0.71€
Booking	Curve	Cashback	19/01/2026	-	-	£0.50	0.59€
Booking	Curve	Cashback	19/01/2026	-	-	£3.00	3.54€
Bybit	ByBit	Cashback	19/01/2026		-	-	25.00€
Leroy Merlin	Curve	Cashback	18/01/2026	-	-	£0.05	0.06€
IKEA	Curve	Cashback	15/01/2026	-	-	£0.28	0.33€
Leroy Merlin	Curve	Cashback	11/01/2026	-	-	£0.01	0.01€
Continente	Curve	Cashback	09/01/2026	-	-	£0.54	0.64€
Unibanco	Unibanco	Cashback	08/01/2026		-	-	5.00€
Bybit	ByBit	Cashback	07/01/2026		-	-	25.00€
Bybit	ByBit	Cashback	07/01/2026		-	-	25.00€
Amazon	LetyShops	Cashback	07/01/2026	-	-	-	0.63€
Amazon	LetyShops	Cashback	07/01/2026	-	-	-	2.24€
Mercadona	Curve	Cashback	04/01/2026	-	-	£0.23	0.27€
Amazon	Curve	Cashback	30/12/2025	-	-	£0.51	0.60€
Booking	Curve	Cashback	29/12/2025	-	-	£1.92	2.27€
Leroy Merlin	Curve	Cashback	28/12/2025	-	-	£0.09	0.11€
Leroy Merlin	Curve	Cashback	27/12/2025	-	-	£0.06	0.07€
WFP	Curve	Cashback	20/12/2025	-	-	£1.22	1.44€
Continente	Curve	Cashback	18/12/2025	-	-	£0.07	0.08€
Bybit	ByBit	Cashback	17/12/2025		-	-	25.00€
Bybit	ByBit	Cashback	17/12/2025		-	-	25.00€
Continente	Curve	Cashback	16/12/2025	-	-	£0.07	0.08€
Amazon	LetyShops	Cashback	14/12/2025	-	-	-	4.83€
Amazon	LetyShops	Cashback	14/12/2025	-	-	-	11.54€
Continente	Curve	Cashback	12/12/2025	-	-	£0.43	0.51€
Amazon	Curve	Cashback	11/12/2025	-	-	£1.55	1.83€
Bybit	ByBit	Cashback	09/12/2025		-	-	25.00€
Mercadona	Curve	Cashback	05/12/2025	-	-	£0.18	0.21€
AC Hotel by Marriott Bella Sky Copenhagen	Curve	Cashback	04/12/2025	-	-	£5.51	6.50€
Amazon	LetyShops	Cashback	04/12/2025	-	-	-	0.81€
Amazon	LetyShops	Cashback	04/12/2025	-	-	-	14.81€
Bybit	ByBit	Cashback	02/12/2025		-	-	25.00€
Bybit	ByBit	Cashback	28/11/2025		-	-	25.00€
Bybit	ByBit	Cashback	24/11/2025		-	-	25.00€
Bybit	ByBit	Cashback	24/11/2025		-	-	25.00€
Bybit	ByBit	Cashback	24/11/2025		-	-	25.00€
Bybit	ByBit	Cashback	24/11/2025		-	-	25.00€
Amazon	LetyShops	Cashback	22/11/2025	-	-	-	0.14€
Amazon	LetyShops	Cashback	22/11/2025	-	-	-	1.43€
Amazon	LetyShops	Cashback	22/11/2025	-	-	-	0.95€
Amazon	LetyShops	Cashback	22/11/2025	-	-	-	0.63€
Amazon	LetyShops	Cashback	22/11/2025	-	-	-	0.52€
TEMU	LetyShops	Cashback	27/10/2025	-	-	-	1.53€
Amazon	LetyShops	Cashback	25/10/2025	-	-	-	15.65€
Amazon	LetyShops	Cashback	23/10/2025	-	-	-	1.03€
Amazon	LetyShops	Cashback	23/10/2025	-	-	-	0.32€
A Saideira	Curve	Cashback	20/10/2025	-	-	£0.74	0.87€
Tymrest	Cetelem	Cashback	19/10/2025	-	18.40€	-	0.55€
Bleap Quica	Bleap	Cashback	17/10/2025	-	-	$10.00	8.80€
Amazon	LetyShops	Cashback	17/10/2025	-	-	-	0.29€
Amazon	LetyShops	Cashback	17/10/2025	-	-	-	4.16€
Wild Estimate	Cetelem	Cashback	16/10/2025	-	35.65€	-	1.07€
Mercadona	Cetelem	Cashback	14/10/2025	-	9.04€	-	0.27€
Bitoque No Ponto	Cetelem	Cashback	10/10/2025	-	10.10€	-	0.30€
Mercadona	Cetelem	Cashback	08/10/2025	-	11.25€	-	0.34€
Sabores Mondego	Cetelem	Cashback	03/10/2025	-	10.10€	-	0.30€
Continente	Cetelem	Cashback	03/10/2025	-	34.09€	-	1.02€
Amazon	LetyShops	Cashback	03/10/2025	-	-	-	5.00€
Booking	Bleap	Cashback	01/10/2025	-	-	$10.00	8.80€
Bleap Quica	Bleap	Cashback	30/09/2025	-	-	$10.00	8.80€
Continente	Cetelem	Cashback	28/09/2025	-	59.27€	-	1.78€
A Saideira	Curve	Cashback	14/09/2025	-	-	£0.32	0.38€
Baianinho	Curve	Cashback	14/09/2025	-	-	£0.04	0.05€
Tubaraofotografo	Curve	Cashback	14/09/2025	-	-	£0.03	0.04€
Aipo E Aipim	Curve	Cashback	14/09/2025	-	-	£0.27	0.32€
Vagalume NSC	Curve	Cashback	14/09/2025	-	-	£0.07	0.08€
Na Brasa Columbia	Curve	Cashback	14/09/2025	-	-	£0.14	0.17€
Lojas Americanas	Curve	Cashback	14/09/2025	-	-	£0.08	0.09€
Bela Ferraz Cosmeticos	Curve	Cashback	14/09/2025	-	-	£0.05	0.06€
Banca do Moacir	Curve	Cashback	14/09/2025	-	-	£0.06	0.07€
Carioca	Curve	Cashback	13/09/2025	-	-	£0.08	0.09€
Drogaria Venancio	Curve	Cashback	13/09/2025	-	-	£0.02	0.02€
K08 Bar E Lanchonete	Curve	Cashback	13/09/2025	-	-	£0.26	0.31€
Metro Rj	Curve	Cashback	13/09/2025	-	-	£0.01	0.01€
Kamal Kalaoun	Curve	Cashback	12/09/2025	-	-	£0.28	0.33€
Metro Rj	Curve	Cashback	12/09/2025	-	-	£0.01	0.01€
Cafe E Bar Azul	Curve	Cashback	12/09/2025	-	-	£0.12	0.14€
Metro Rj	Curve	Cashback	12/09/2025	-	-	£0.01	0.01€
Calcados Levani	Curve	Cashback	12/09/2025	-	-	£0.19	0.22€
Beleza por 10 C	Curve	Cashback	12/09/2025	-	-	£0.46	0.54€
Metro Rj	Curve	Cashback	11/09/2025	-	-	£0.01	0.01€
Mcgv	Curve	Cashback	11/09/2025	-	-	£0.05	0.06€
Bondinho Pao	Curve	Cashback	11/09/2025	-	-	£0.27	0.32€
Bondinho Pao	Curve	Cashback	11/09/2025	-	-	£0.27	0.32€
Zona Sul Fl 26	Curve	Cashback	10/09/2025	-	-	£0.13	0.15€
Na Brasa Columbia	Curve	Cashback	10/09/2025	-	-	£0.04	0.05€
Clube Melissa	Curve	Cashback	10/09/2025	-	-	£0.61	0.72€
Metro Rj	Curve	Cashback	10/09/2025	-	-	£0.01	0.01€
Oggi Pizza	Curve	Cashback	09/09/2025	-	-	£0.37	0.44€
Kamal Kalaoun	Curve	Cashback	09/09/2025	-	-	£0.16	0.19€
Yes Presentes	Curve	Cashback	09/09/2025	-	-	£0.04	0.05€
Reizinho	Curve	Cashback	09/09/2025	-	-	£0.06	0.07€
Metro Rj	Curve	Cashback	09/09/2025	-	-	£0.01	0.01€
Frogpay	Curve	Cashback	09/09/2025	-	-	£0.03	0.04€
Metro Rj	Curve	Cashback	09/09/2025	-	-	£0.01	0.01€
Toca do Pe	Curve	Cashback	09/09/2025	-	-	£0.05	0.06€
Toca do Pe	Curve	Cashback	09/09/2025	-	-	£0.15	0.18€
Calcados Levani	Curve	Cashback	09/09/2025	-	-	£0.12	0.14€
Metro Rj	Curve	Cashback	09/09/2025	-	-	£0.01	0.01€
Lojas Americanas	Curve	Cashback	07/09/2025	-	-	£0.01	0.01€
Airalo	Curve	Cashback	07/09/2025	-	-	£0.19	0.22€
Bar E Restaurante Imac	Curve	Cashback	06/09/2025	-	-	£0.04	0.05€
Lanchonete Rufos	Curve	Cashback	06/09/2025	-	-	£0.10	0.12€
Botequimdapraia	Curve	Cashback	06/09/2025	-	-	£0.03	0.04€
Rio Farma	Curve	Cashback	06/09/2025	-	-	£0.03	0.04€
EB	Bleap	Cashback	04/09/2025	-	-	$1.77	1.56€
Rejuvemed	Bleap	Cashback	02/09/2025	-	-	$7.73	6.80€
CP	Bleap	Cashback	02/09/2025	-	-	$0.50	0.44€
Bleap Quica	Bleap	Cashback	31/08/2025	-	-	$10.00	8.80€
Domino's Pizza	Cetelem	Cashback	23/08/2025	-	17.82€	-	0.53€
AliExpress	LetyShops	Cashback	20/08/2025	-	-	-	0.10€
Temu	LetyShops	Cashback	19/08/2025	-	-	-	1.11€
Temu	Bleap	Cashback	17/08/2025	-	-	$1.65	1.45€
Izakaya	Bleap	Cashback	17/08/2025	-	-	$0.94	0.83€
Continente	Bleap	Cashback	17/08/2025	-	-	$0.38	0.33€
SumUp	Bleap	Cashback	15/08/2025	-	-	$0.21	0.18€
Vitaminas	Bleap	Cashback	15/08/2025	-	-	$0.27	0.24€
Continente	Bleap	Cashback	15/08/2025	-	-	$2.48	2.18€
Praxis	Bleap	Cashback	14/08/2025	-	-	$1.94	1.71€
HOMA	Bleap	Cashback	13/08/2025	-	-	$0.17	0.15€
HOMA	Bleap	Cashback	13/08/2025	-	-	$0.63	0.55€
Mercadona	Bleap	Cashback	10/08/2025	-	-	$0.40	0.35€
SumUp	Bleap	Cashback	08/08/2025	-	-	$0.20	0.18€
Vitaminas	Bleap	Cashback	08/08/2025	-	-	$0.46	0.40€
Block Code UAB	Cetelem	Cashback	04/08/2025	-	6.99€	-	0.21€
Mania	Bleap	Cashback	03/08/2025	-	-	$0.27	0.24€
Continente	Cetelem	Cashback	01/08/2025	-	17.68€	-	0.53€
Bleap Quica	Bleap	Cashback	31/07/2025	-	-	$8.71	7.66€
TEMU	LetyShops	Cashback	28/07/2025	-	-	-	0.43€
Continente	Cetelem	Cashback	21/07/2025	-	60.06€	-	1.80€
Restaurante Olaias	Cetelem	Cashback	19/07/2025	-	74.00€	-	2.22€
McDonalds	Cetelem	Cashback	19/07/2025	-	0.85€	-	0.03€
Flights Booking	Bleap	Cashback	15/07/2025	-	1,142.61€	$7.55	6.64€
BCM Bricolagem	Curve	Cashback	15/07/2025	-	-	£1.12	1.32€
Amazon	LetyShops	Cashback	14/07/2025	-	-	-	1.07€
Celeiro	Cetelem	Cashback	14/07/2025	-	33.38€	-	1.00€
Jet 7 5	Cetelem	Cashback	13/07/2025	-	30.00€	-	0.90€
Gallant Station	Cetelem	Cashback	13/07/2025	-	3.60€	-	0.11€
Dominos Pizza	Cetelem	Cashback	12/07/2025	-	27.50€	-	0.83€
Barbearia São José	Bleap	Cashback	11/07/2025	-	15.00€	$0.35	0.31€
Tomatino	Cetelem	Cashback	11/07/2025	-	17.65€	-	0.53€
Prozis	Bleap	Cashback	10/07/2025	-	89.98€	$2.10	1.85€
Amazon	LetyShops	Cashback	09/07/2025	-	-	-	3.80€
Mercadona	Cetelem	Cashback	08/07/2025	-	53.18€	-	1.60€
Mercadona	Curve	Cashback	08/07/2025	-	-	£0.46	0.54€
Amazon	Curve	Cashback	08/07/2025	-	-	£2.66	3.14€
Continente	Cetelem	Cashback	07/07/2025	-	41.25€	-	1.24€
Continente	Curve	Cashback	07/07/2025	-	-	£0.36	0.42€
Amazon	Curve	Cashback	03/07/2025	-	-	£0.73	0.86€
Bleap Quica	Bleap	Cashback	30/06/2025	-	-	$8.82	7.76€
Shein	LetyShops	Cashback	27/06/2025	-	-	-	1.14€
TEMU	LetyShops	Cashback	26/06/2025	-	-	-	0.20€
Continente	Curve	Cashback	20/06/2025	-	-	£0.02	0.02€
Continente	Cetelem	Cashback	20/06/2025	-	2.04€	-	0.06€
AliExpress	LetyShops	Cashback	18/06/2025	-	-	-	0.14€
AliExpress	LetyShops	Cashback	18/06/2025	-	-	-	0.09€
AliExpress	LetyShops	Cashback	18/06/2025	-	-	-	0.14€
Booking	Curve	Cashback	16/06/2025	-	-	£10.00	11.80€
BCM Bricolagem	Curve	Cashback	15/06/2025	-	-	£2.41	2.84€
Continente	Curve	Cashback	15/06/2025	-	-	£0.38	0.45€
Continente	Cetelem	Cashback	15/06/2025	-	44.27€	-	1.33€
Continente	Cetelem	Cashback	13/06/2025	-	53.64€	-	1.61€
Continente	Curve	Cashback	13/06/2025	-	-	£0.46	0.54€
About You	LetyShops	Cashback	11/06/2025	-	-	-	5.84€
Flights Booking	Bleap	Cashback	11/06/2025	-	683.38€	$9.29	8.18€
CL	Bleap	Cashback	05/06/2025	-	31.50€	$0.71	0.62€
Sacoor Brothers	Cetelem	Cashback	05/06/2025	-	39.65€	-	1.19€
Moinho Velho	Cetelem	Cashback	03/06/2025	-	40.47€	-	1.21€
Bleap Quica	Bleap	Cashback	31/05/2025	-	-	$10.00	8.80€
Mercadona	Curve	Cashback	31/05/2025	-	-	£0.19	0.22€
Mercadona	Cetelem	Cashback	31/05/2025	-	21.98€	-	0.66€
Continente	Cetelem	Cashback	30/05/2025	-	48.73€	-	1.46€
Portugalia	Cetelem	Cashback	30/05/2025	-	10.50€	-	0.32€
Continente	Curve	Cashback	30/05/2025	-	-	£0.41	0.48€
TEMU	LetyShops	Cashback	27/05/2025	-	-	-	0.78€
Amazon	LetyShops	Cashback	26/05/2025	-	-	-	1.24€
Amazon	LetyShops	Cashback	26/05/2025	-	-	-	0.17€
Amazon	LetyShops	Cashback	26/05/2025	-	-	-	0.94€
Amazon	LetyShops	Cashback	26/05/2025	-	-	-	0.82€
Leroy Merlin	Curve	Cashback	25/05/2025	-	-	£0.24	0.28€
Amazon	LetyShops	Cashback	25/05/2025	-	-	-	4.51€
Moinho Velho	Cetelem	Cashback	25/05/2025	-	10.35€	-	0.31€
Continente	Cetelem	Cashback	25/05/2025	-	90.74€	-	2.72€
Continente	Curve	Cashback	24/05/2025	-	-	£0.76	0.90€
Plaza Bistro Figueira	Cetelem	Cashback	23/05/2025	-	45.20€	-	1.36€
Uber Eats	Cetelem	Cashback	18/05/2025	-	20.91€	-	0.63€
Mercadona	Cetelem	Cashback	17/05/2025	-	62.51€	-	1.88€
Mercadona	Curve	Cashback	17/05/2025	-	-	£0.53	0.63€
Continente	Cetelem	Cashback	13/05/2025	-	99.47€	-	2.98€
Continente	Curve	Cashback	09/05/2025	-	-	£0.85	1.00€
Amazon	LetyShops	Cashback	02/05/2025	-	-	-	3.45€
TradeInn	Bleap	Cashback	01/05/2025	-	81.97€	$1.85	1.63€
JYSK	Bleap	Cashback	01/05/2025	-	150.00€	$3.39	2.98€
AliExpress	Bleap	Cashback	01/05/2025	-	17.27€	$0.39	0.34€
Feira dos Colchões	Bleap	Cashback	01/05/2025	-	657.80€	$2.37	2.09€
AliExpress	LetyShops	Cashback	01/05/2025	-	-	-	0.15€
AliExpress	LetyShops	Cashback	01/05/2025	-	-	-	0.13€
AliExpress	LetyShops	Cashback	01/05/2025	-	-	-	0.39€
Amazon	LetyShops	Cashback	01/05/2025	-	-	-	0.65€
Wells Coimbra	Bleap	Cashback	01/05/2025	-	49.41€	$1.12	0.99€
Barbearia	Bleap	Cashback	01/05/2025	-	15.00€	$0.33	0.29€
Leroy Merlin	Bleap	Cashback	01/05/2025	-	24.38€	$0.55	0.48€
Amazon	Curve	Cashback	30/04/2025	-	-	£0.17	0.20€
Areas Portugal	Cetelem	Cashback	29/04/2025	-	3.00€	-	0.09€
Continente	Bleap	Cashback	28/04/2025	-	214.17€	$4.26	3.75€
Pluricosmetica	Bleap	Cashback	27/04/2025	-	4.25€	$0.09	0.07€
LIDL	Cetelem	Cashback	26/04/2025	-	62.62€	-	1.88€
Leroy Merlin	Curve	Cashback	25/04/2025	-		£0.12	0.14€
Amazon	LetyShops	Cashback	24/04/2025	-	-	-	1.34€
Laser	Bleap	Cashback	23/04/2025	-	240.99€	$5.48	4.82€
Amazon	Curve	Cashback	23/04/2025	-	235.96€	£1.00	1.18€
Curve - Oferta	Curve	Cashback	22/04/2025	-	-	£5.00	5.90€
Amazon	LetyShops	Cashback	22/04/2025	-	-	-	0.24€
Continente	Cetelem	Cashback	19/04/2025	-	11.92€	-	0.36€
Continente	Curve	Cashback	19/04/2025	-		£0.10	0.12€
Plutus Perk (Curve)	Plutus	Plutus - Cashback	18/04/2025	1.0000	9.99€	-	4.00€
SHEIN	LetyShops	Cashback	17/04/2025	-	-	-	1.37€
Continente	Curve	Cashback	17/04/2025	-		£0.30	0.35€
Amazon	Curve	Cashback	17/04/2025	-	81.48€	£0.70	0.83€
Amazon	Curve	Cashback	17/04/2025	-	19.24€	£0.14	0.17€
Vita Forum Coimbra	Cetelem	Cashback	15/04/2025	-	13.45€	-	0.40€
Akibaoo 7th	Curve	Cashback	14/04/2025	-	11.59€	£0.10	0.12€
Veloce	Curve	Cashback	14/04/2025	-	1.86€	£0.02	0.02€
Akky	Curve	Cashback	14/04/2025	-	32.60€	£0.28	0.33€
Ramutara Akibaraten	Curve	Cashback	14/04/2025	-	12.28€	£0.11	0.13€
Suica	Curve	Cashback	14/04/2025	-	18.60€	£0.16	0.19€
Donquijote Akihabara	Curve	Cashback	14/04/2025	-	12.62€	£0.11	0.13€
Suica	Curve	Cashback	14/04/2025	-	2.79€	£0.02	0.02€
Shinjiyukueki	Curve	Cashback	13/04/2025	-	13.64€	£0.12	0.14€
Okame	Curve	Cashback	12/04/2025	-	51.46€	£0.45	0.53€
Suica	Curve	Cashback	12/04/2025	-	6.20€	£0.05	0.06€
Picnicrand	Curve	Cashback	12/04/2025	-	6.14€	£0.05	0.06€
Sq*ipeople	Curve	Cashback	12/04/2025	-	5.58€	£0.05	0.06€
Sq*chermsidesandwich	Curve	Cashback	12/04/2025	-	25.11€	£0.22	0.26€
Matsumotokiyoshi	Curve	Cashback	12/04/2025	-	2.59€	£0.02	0.03€
Matsumotokiyoshi	Curve	Cashback	12/04/2025	-	68.06€	£0.60	0.71€
Familymart	Curve	Cashback	12/04/2025	-	1.14€	£0.01	0.01€
AliExpress	LetyShops	Cashback	12/04/2025	-	-	-	0.05€
AliExpress	LetyShops	Cashback	12/04/2025	-	-	-	0.05€
Suica	Curve	Cashback	11/04/2025	-	6.27€	£0.05	0.06€
Tokyodome City Laqua	Curve	Cashback	11/04/2025	-	5.64€	£0.05	0.06€
Tokyodome City Laqua	Curve	Cashback	11/04/2025	-	8.91€	£0.08	0.09€
Tokyodome City Laqua	Curve	Cashback	11/04/2025	-	6.21€	£0.05	0.06€
Koishikawakourakuen	Curve	Cashback	11/04/2025	-	3.76€	£0.03	0.04€
Seven-eleven	Curve	Cashback	11/04/2025	-	11.01€	£0.10	0.12€
Suica	Curve	Cashback	11/04/2025	-	6.27€	£0.05	0.06€
Jr East Shopping Cente	Curve	Cashback	10/04/2025	-	25.21€	£0.22	0.26€
Nihonbashitakashi	Curve	Cashback	10/04/2025	-	9.88€	£0.09	0.11€
Seven-eleven	Curve	Cashback	10/04/2025	-	7.84€	£0.07	0.08€
Mitsuifudousanguru - PLN	Plutus	Plutus - Cashback	10/04/2025	0.02169		-	0.09€
Sq Yurinan Tokyo - PLN	Plutus	Plutus - Cashback	10/04/2025	0.01074		-	0.04€
Ginkado - PLN	Plutus	Plutus - Cashback	09/04/2025	0.01131		-	0.05€
Ro Son - PLN	Plutus	Plutus - Cashback	09/04/2025	0.01623		-	0.06€
Rakuto	Curve	Cashback	09/04/2025	-	10.30€	£0.09	0.11€
Rinrokuen	Curve	Cashback	09/04/2025	-	12.48€	£0.11	0.13€
Rakuto	Curve	Cashback	09/04/2025	-	21.62€	£0.19	0.22€
Seven-eleven	Curve	Cashback	09/04/2025	-	8.06€	£0.07	0.08€
Kyobaamu Kiyomi	Curve	Cashback	09/04/2025	-	2.50€	£0.02	0.02€
Sp*here Kiyomizu	Curve	Cashback	09/04/2025	-	4.68€	£0.04	0.05€
Matsumotokiyoshi	Curve	Cashback	09/04/2025	-	6.85€	£0.06	0.07€
Familymart	Curve	Cashback	08/04/2025	-	4.03€	£0.04	0.05€
Lawson	Curve	Cashback	08/04/2025	-	7.62€	£0.07	0.08€
Suica	Curve	Cashback	08/04/2025	-	12.57€	£0.11	0.13€
Sp*benizuru	Curve	Cashback	08/04/2025	-	33.93€	£0.29	0.34€
Brandjungle	Curve	Cashback	08/04/2025	-	501.35€	£4.35	5.13€
Familymart	Curve	Cashback	08/04/2025	-	6.37€	£0.06	0.07€
JRC Smart Ex	Curve	Cashback	08/04/2025	-	167.37€	£1.45	1.71€
JRC Smart Ex	Curve	Cashback	08/04/2025	-	173.02€	£1.50	1.77€
Sococo	Curve	Cashback	08/04/2025	-	8.29€	£0.07	0.08€
Roppongi Hills - PLN	Plutus	Plutus - Cashback	08/04/2025	0.03738		-	0.15€
Uobei Shibuya - PLN	Plutus	Plutus - Cashback	08/04/2025	0.05244		-	0.21€
Picnic Rand - PLN	Plutus	Plutus - Cashback	08/04/2025	0.01452		-	0.06€
Roppongi Hills - PLN	Plutus	Plutus - Cashback	08/04/2025	0.03600		-	0.14€
Matsumotokiyoshi - PLN	Plutus	Plutus - Cashback	08/04/2025	0.02076		-	0.08€
Suica - PLN	Plutus	Plutus - Cashback	07/04/2025	0.06549		-	0.26€
Bonjour	Curve	Cashback	07/04/2025	-	14.87€	£0.13	0.15€
Uniqlo	Curve	Cashback	07/04/2025	-	9.43€	£0.08	0.09€
Tokyo Midtown	Curve	Cashback	07/04/2025	-	7.23€	£0.06	0.07€
Ippudo Roppongiten	Curve	Cashback	07/04/2025	-	33.90€	£0.29	0.34€
GIYUKATSU	Curve	Cashback	06/04/2025	-	29.93€	£0.26	0.31€
Ginkado	Curve	Cashback	06/04/2025	-	3.77€	£0.03	0.04€
Lawson	Curve	Cashback	06/04/2025	-	5.41€	£0.05	0.06€
Uobei Shibuya	Curve	Cashback	05/04/2025	-	17.48€	£0.15	0.18€
Sq*yurinan	Curve	Cashback	05/04/2025	-	3.58€	£0.03	0.04€
Picnicrand	Curve	Cashback	05/04/2025	-	4.84€	£0.04	0.05€
Roppongi Hills	Curve	Cashback	05/04/2025	-	12.46€	£0.11	0.13€
Roppongi Hills	Curve	Cashback	05/04/2025	-	12.00€	£0.10	0.12€
Matsumotokiyoshi	Curve	Cashback	05/04/2025	-	6.92€	£0.06	0.07€
Sp*roppongi	Curve	Cashback	04/04/2025	-	8.48€	£0.07	0.08€
Familymart	Curve	Cashback	04/04/2025	-	6.56€	£0.06	0.07€
Suica	Curve	Cashback	04/04/2025	-	21.83€	£0.19	0.22€
Primor	Bleap	Cashback	02/04/2025	-	7.80€	$0.16	0.14€
AliExpress	LetyShops	Cashback	02/04/2025	-	-	-	0.10€
Curve - Amazon	Curve	Cashback	02/04/2025	-	-	£0.08	0.09€
Airalo	LetyShops	Cashback	31/03/2025	-	-	-	0.67€
Amazon	LetyShops	Cashback	31/03/2025	-	-	-	2.04€
Hiper Eiras - PLN	Plutus	Plutus - Cashback	31/03/2025	0.0558		-	0.22€
SportZone - PLN	Plutus	Plutus - Cashback	31/03/2025	0.1200		-	0.48€
Anda Seculo - PLN	Plutus	Plutus - Cashback	30/03/2025	0.0321		-	0.13€
Continente - PLN	Plutus	Plutus - Cashback	29/03/2025	0.0335		-	0.13€
Primor	Bleap	Cashback	28/03/2025	-	10.29€	$0.22	0.19€
Tomatino - PLN	Plutus	Plutus - Cashback	28/03/2025	0.0254		-	0.10€
Curve - Amazon	Curve	Cashback	27/03/2025	-	-	£0.94	1.11€
Curve - Continente	Curve	Cashback	27/03/2025	-	-	£0.09	0.11€
Continente - PLN	Plutus	Plutus - Cashback	24/03/2025	0.2778		-	1.11€
BCM Bricolage - PLN	Plutus	Plutus - Cashback	24/03/2025	0.0570		-	0.23€
Plutus Perk (Continente)	Plutus	Plutus - Cashback	24/03/2025	1.2770		-	5.11€
Curve - BCM Bricolage	Curve	Cashback	23/03/2025	-	-	£0.16	0.19€
Tomatino	Cetelem	Cashback	22/03/2025	-	17.30€	-	0.52€
Auchan	Cetelem	Cashback	22/03/2025	-	6.60€	-	0.20€
Domino's Pizza	Cetelem	Cashback	22/03/2025	-	28.67€	-	0.86€
Tomatino	Cetelem	Cashback	22/03/2025	-	9.50€	-	0.29€
McDonalds	Cetelem	Cashback	22/03/2025	-	1.60€	-	0.05€
Sabores da Romeira	Cetelem	Cashback	22/03/2025	-	50.00€	-	1.50€
Primor	Bleap	Cashback	22/03/2025	-	2.20€	$0.04	0.04€
Curve - Continente	Curve	Cashback	22/03/2025	-	-	£0.88	1.04€
Primor	LetyShops	Cashback	20/03/2025	-	-	-	1.14€
AliExpress	Bleap	Cashback	20/03/2025	-	12.25€	$0.26	0.23€
Mercadona	Cetelem	Cashback	20/03/2025	-	15.09€	-	0.45€
Amazon - PLN	Plutus	Plutus - Cashback	19/03/2025	0.0065		-	0.03€
BCM Bricolage - PLN	Plutus	Plutus - Cashback	19/03/2025	0.0560		-	0.22€
Petalas Vadias - PLN	Plutus	Plutus - Cashback	19/03/2025	0.0988		-	0.40€
BCM Bricolage - PLN	Plutus	Plutus - Cashback	19/03/2025	0.2994		-	1.20€
Aliexpress - PLN	Plutus	Plutus - Cashback	19/03/2025	0.0357		-	0.14€
