Transaction	Supplier	Type	Date	PLU	Paid	"Curve /
Bleap"	Value
Curve - Continente	Curve	Cashback	25/10/2024	-	-	£0.08	0.09€
Bulbshare	PayPal	Surveys	25/10/2024	-	-	-	31€
EXS Seguros	Vale	Cashback	25/10/2024	-	-	-	50€
TikTok	MBWay	Social Media	25/10/2024	-	-	-	11.00€
TikTok	MBWay	Social Media	24/10/2024	-	-	-	10.00€
Nicequest - Amazon	Vale	Surveys	22/10/2024	-	-	-	15€
Nicequest - Amazon	Vale	Surveys	21/10/2024	-	-	-	10€
SHEIN	LetyShops	Cashback	15/10/2024	-	-	-	3.28€
Santander	Santander	Cashback	15/10/2024	-	-	-	1.22€
AliExpress	LetyShops	Cashback	15/10/2024	-	-	-	0.28€
Notino	LetyShops	Cashback	14/10/2024	-	-	-	0.07€
SHEIN - PLN	Plutus	Cashback	12/10/2024	0.1698	10.53€	-	0.68€
Mercadona - PLN	Plutus	Cashback	12/10/2024	0.1871	11.60€	-	0.75€
Curve - Continente	Curve	Cashback	11/10/2024	-	-	£0.11	0.13€
Plutus Perk (Curve)	Plutus	Cashback	11/10/2024	5.2031	9.99€	-	20.81€
Curve - Booking	Curve	Cashback	07/10/2024	-	-	£0.68	0.80€
Curve - BP	Curve	Cashback	06/10/2024	-	-	£0.07	0.08€
Curve - Booking	Curve	Cashback	05/10/2024	-	-	£0.47	0.55€
Hospital da Luz - PLN	Plutus	Cashback	05/10/2024	0.3892	27.50€	-	1.56€
AliExpress	LetyShops	Cashback	01/10/2024	-	-	-	2.07€
Legumes e out vícios - PLN	Plutus	Cashback	01/10/2024	0.5193	36.70€	-	2.08€
Booking - PLN	Plutus	Cashback	01/10/2024	40.2812	2,913.67€	-	161.12€
Plutus Perk (Booking)	Plutus	Cashback	01/10/2024	4.6083	10.00€	-	18.43€
AttaPoll	Revolut	Surveys	30/09/2024	-	-	-	7.89€
AttaPoll	PayPal	Surveys	30/09/2024	-	-	-	12.69€
AliExpress	LetyShops	Cashback	30/09/2024	-	-	-	0.13€
Curve - MEO	Curve	Cashback	30/09/2024	-	-	£0.34	0.40€
Ticketline - PLN	Plutus	Cashback	30/09/2024	0.9831	69.80€	-	3.93€
Booking - PLN	Plutus	Cashback	30/09/2024	1.3006	92.34€	-	5.20€
Spartoo - PLN	Plutus	Cashback	30/09/2024	1.0845	77.00€	-	4.34€
Curve - Booking	Curve	Cashback	29/09/2024	-	-	£24.42	28.82€
Curve - Booking	Curve	Cashback	29/09/2024	-	-	£0.77	0.91€
Plutus - Piti	Plutus - Piti	Cashback	29/09/2024	15.8000	-	-	63.20€
Uber - PLN	Plutus	Cashback	29/09/2024	0.0904	7.05€	-	0.36€
Uber - PLN	Plutus	Cashback	28/09/2024	0.0541	3.95€	-	0.22€
Continente - PLN	Plutus	Cashback	28/09/2024	0.2643	20.26€	-	1.06€
Uber - PLN	Plutus	Cashback	28/09/2024	0.0004	0.03€	-	0.002€
Uber - PLN	Plutus	Cashback	28/09/2024	0.0510	3.69€	-	0.20€
Curve - Booking	Curve	Cashback	28/09/2024	-	-	£0.77	0.91€
Pastelaria Gregório - PLN	Plutus	Cashback	27/09/2024	0.0311	2.35€	-	0.12€
Uber - PLN	Plutus	Cashback	27/09/2024	0.0741	5.26€	-	0.30€
Curve - Continente	Curve	Cashback	26/09/2024	-	-	£0.17	0.20€
Amazon - PLN	Plutus	Cashback	26/09/2024	0.1389	10.00€	-	0.56€
Mida Service - PLN	Plutus	Cashback	25/09/2024	8.5407	595.00€	-	34.16€
BP - PLN	Plutus	Cashback	22/09/2024	0.5827	29.04€	-	2.33€
Sfera - PLN	Plutus	Cashback	22/09/2024	0.4336	29.05€	-	1.73€
Hospital da Luz - PLN	Plutus	Cashback	21/09/2024	1.2879	85.00€	-	5.15€
Curve - BP	Curve	Cashback	20/09/2024	-	-	£0.33	0.39€
Ticketline - PLN	Plutus	Cashback	19/09/2024	0.6608	42.95€	-	2.64€
Instagram	MBWay	Social Media	19/09/2024	-	-	-	14.00€
Instagram	MBWay	Social Media	18/09/2024	-	-	-	24.00€
Amazon - PLN	Plutus	Cashback	18/09/2024	0.2279	15.04€	-	0.91€
Plutus Perk (Curve)	Plutus	Cashback	18/09/2024	5.0201	9.99€	-	20.08€
Plutus Perk (Galp)	Plutus	Cashback	18/09/2024	5.0761	10.00€	-	20.30€
Instagram	MBWay	Social Media	16/09/2024	-	-	-	44.00€
Plutus Referral - Bruno	Plutus	Cashback	31/08/2024	4.1800	-	-	16.72€
Auchan - PLN	Plutus	Cashback	16/09/2024	0.0018	0.12€	-	0.01€
Companhia das Sandes - PLN	Plutus	Cashback	16/09/2024	0.0431	2.80€	-	0.17€
H3 - PLN	Plutus	Cashback	16/09/2024	0.3111	21.05€	-	1.24€
Tendenze - PLN	Plutus	Cashback	16/09/2024	0.8088	55.00€	-	3.24€
Santander	Santander	Cashback	15/09/2024	-	-	-	5.05€
Hector Cafe - PLN	Plutus	Cashback	14/09/2024	0.0340	2.40€	-	0.14€
Tania Bazar - PLN	Plutus	Cashback	14/09/2024	0.2830	20.00€	-	1.13€
CONAD - PLN	Plutus	Cashback	14/09/2024	0.1125	7.84€	-	0.45€
Tania Bazar - PLN	Plutus	Cashback	14/09/2024	0.1485	10.00€	-	0.59€
La Rinascente Cagliari - PLN	Plutus	Cashback	14/09/2024	0.5599	37.70€	-	2.24€
Tania Bazar - PLN	Plutus	Cashback	14/09/2024	0.0213	1.50€	-	0.09€
Smeet - PLN	Plutus	Cashback	14/09/2024	0.0735	5.00€	-	0.29€
Star srls - PLN	Plutus	Cashback	13/09/2024	0.4264	29.99€	-	1.71€
Trattoria Bella Roma - PLN	Plutus	Cashback	13/09/2024	0.4052	28.50€	-	1.62€
Bar the One - PLN	Plutus	Cashback	13/09/2024	0.0423	3.00€	-	0.17€
Panefratteria - PLN	Plutus	Cashback	13/09/2024	0.5047	35.50€	-	2.02€
Caffe La Piazza - PLN	Plutus	Cashback	13/09/2024	0.0169	1.20€	-	0.07€
CONAD - PLN	Plutus	Cashback	12/09/2024	0.1412	10.17€	-	0.56€
Aspo Olbia - PLN	Plutus	Cashback	12/09/2024	0.0417	3.00€	-	0.17€
Moka Service - PLN	Plutus	Cashback	12/09/2024	0.0276	2.00€	-	0.11€
Pepebianco - PLN	Plutus	Cashback	12/09/2024	0.4836	34.50€	-	1.93€
Barroseddu - PLN	Plutus	Cashback	12/09/2024	0.0329	2.40€	-	0.13€
Dorgali Ita - PLN	Plutus	Cashback	12/09/2024	0.0069	0.50€	-	0.03€
Rent Stern - PLN	Plutus	Cashback	12/09/2024	0.0173	1.25€	-	0.07€
Pirani - PLN	Plutus	Cashback	11/09/2024	0.0396	2.80€	-	0.16€
Smeet Cagliari - PLN	Plutus	Cashback	11/09/2024	0.0423	3.00€	-	0.17€
COSIR SRL - PLN	Plutus	Cashback	11/09/2024	1.6598	118.40€	-	6.64€
UBER - PLN	Plutus	Cashback	11/09/2024	0.1893	13.50€	-	0.76€
Smeet Cagliari - PLN	Plutus	Cashback	11/09/2024	0.1132	8.00€	-	0.45€
Booking - PLN	Plutus	Cashback	10/09/2024	0.9155	65.00€	-	3.66€
CONAD Cagliari - PLN	Plutus	Cashback	10/09/2024	0.1412	9.93€	-	0.56€
Caffe Roma - PLN	Plutus	Cashback	09/09/2024	0.0396	2.80€	-	0.16€
Ditta Salis - PLN	Plutus	Cashback	09/09/2024	0.0371	2.60€	-	0.15€
CONAD Santantioco - PLN	Plutus	Cashback	09/09/2024	0.1026	7.25€	-	0.41€
Gelizia SNC - PLN	Plutus	Cashback	09/09/2024	0.1127	8.00€	-	0.45€
Jungle Café Cagliari - PLN	Plutus	Cashback	09/09/2024	0.0764	5.40€	-	0.31€
Bar Centrale Cagliari - PLN	Plutus	Cashback	08/09/2024	0.0837	6.00€	-	0.33€
QUANTOBASTA RESTAURANTE - PLN	Plutus	Cashback	08/09/2024	0.3303	24.00€	-	1.32€
SOC SERVIZI SOMM - PLN	Plutus	Cashback	08/09/2024	0.0747	5.40€	-	0.30€
H3 - PLN	Plutus	Cashback	07/09/2024	0.1120	8.25€	-	0.45€
Ticketline - PLN	Plutus	Cashback	06/09/2024	0.4521	34.36€	-	1.81€
Tomatino - PLN	Plutus	Cashback	06/09/2024	0.1079	8.20€	-	0.43€
Barbearia São José - PLN	Plutus	Cashback	06/09/2024	0.1883	14.00€	-	0.75€
McDonalds - PLN	Plutus	Cashback	06/09/2024	0.1009	7.50€	-	0.40€
Curve - Booking	Curve	Cashback	07/09/2024	-	-	£0.56	0.66€
Plutus Perk - Bonus (Galp)	Plutus	Cashback	05/09/2024	4.4200	10.00€	-	17.68€
Continente - PLN	Plutus	Cashback	05/09/2024	0.1416	11.09€	-	0.57€
Plutus Perk (Continente)	Plutus	Cashback	05/09/2024	4.2553	10.00€	-	17.02€
Galp Ademia - PLN	Plutus	Cashback	05/09/2024	0.5723	45.02€	-	2.29€
Poll Pay	PayPal	Surveys	05/09/2024	-	-	-	15.00€
Porto Editora - PLN	Plutus	Cashback	01/09/2024	0.2143	17.00€	-	0.86€
Curve - Continente	Curve	Cashback	01/09/2024	-	-	£0.18	0.21€
AttaPoll	PayPal	Surveys	31/08/2024	-	-	-	4.32€
Vasco da Gama - PLN	Plutus	Cashback	30/08/2024	0.0250	2.10€	-	0.10€
MEO - PLN	Plutus	Cashback	30/08/2024	0.4880	40.99€	-	1.95€
Continente - PLN	Plutus	Cashback	30/08/2024	1.0293	86.46€	-	4.12€
Balance Café Portimão - PLN	Plutus	Cashback	30/08/2024	0.6131	51.50€	-	2.45€
CP - PLN	Plutus	Cashback	30/08/2024	0.5536	46.50€	-	2.21€
Tasca Maria - PLN	Plutus	Cashback	30/08/2024	0.7571	63.60€	-	3.03€
Exe Wellington - PLN	Plutus	Cashback	30/08/2024	0.4512	39.70€	-	1.80€
Booking CZ - PLN	Plutus	Cashback	28/08/2024	3.2873	266.27€	-	13.15€
National Theatre CZ - PLN	Plutus	Cashback	28/08/2024	1.3715	111.09€	-	5.49€
EasyJet - PLN	Plutus	Cashback	28/08/2024	6.6412	537.94€	-	26.56€
SHEIN	LetyShops	Cashback	27/08/2024	-	-	-	0.18€
Curve - MEO	Curve	Cashback	26/08/2024	-	-	£0.35	0.41€
Plutus - Piti	Plutus - Piti	Cashback	26/08/2024	15.9900	-	-	63.96€
Gelataria Alvor - PLN	Plutus	Cashback	26/08/2024	0.1244	9.70€	-	0.50€
Brisa Área Serviço - PLN	Plutus	Cashback	26/08/2024	0.1000	7.80€	-	0.40€
A12 Setúbal - PLN	Plutus	Cashback	26/08/2024	0.2942	22.95€	-	1.18€
SumUp Sombra Exemplar - PLN	Plutus	Cashback	26/08/2024	0.0649	5.00€	-	0.26€
WYNDHAM ALVOR BEACH - PLN	Plutus	Cashback	26/08/2024	0.2078	16.00€	-	0.83€
Curve - Continente	Curve	Cashback	26/08/2024	-	-	£0.74	0.87€
A S Av Berlim - PLN	Plutus	Cashback	25/08/2024	0.5884	45.31€	-	2.35€
Ao pé das letras - PLN	Plutus	Cashback	25/08/2024	0.1429	11.00€	-	0.57€
Booking - PLN	Plutus	Cashback	25/08/2024	0.9678	74.52€	-	3.87€
Metro Lisboa - PLN	Plutus	Cashback	24/08/2024	0.0113	0.80€	-	0.05€
Metro Lisboa - PLN	Plutus	Cashback	24/08/2024	0.0142	1.00€	-	0.06€
Curve - Booking	Curve	Cashback	23/08/2024	-	-	£2.29	2.70€
Lusoponte - PLN	Plutus	Cashback	21/08/2024	0.0455	3.20€	-	0.18€
VIP INN Berna Hotel - PLN	Plutus	Cashback	20/08/2024	0.0563	4.00€	-	0.23€
A2 Albufeira - PLN	Plutus	Cashback	18/08/2024	0.3033	22.95€	-	1.21€
Santander	Santander	Cashback	15/08/2024	-	-	-	2.29€
Staples - PLN	Plutus	Cashback	14/08/2024	0.0035	0.26€	-	0.01€
Curve - Booking	Curve	Cashback	12/08/2024	-	-	£0.64	0.76€
AliPay - PLN	Plutus	Cashback	11/08/2024	0.1040	7.52€	-	0.42€
Galp - PLN	Plutus	Cashback	11/08/2024	0.6529	47.23€	-	2.61€
Plutus Perk (Curve)	Plutus	Cashback	11/08/2024	4.8029	9.99€	-	19.21€
5aSec - PLN	Plutus	Cashback	08/08/2024	0.3095	19.50€	-	1.24€
Continente - PLN	Plutus	Cashback	08/08/2024	0.6979	47.69€	-	2.79€
Mania Poke Bowls - PLN	Plutus	Cashback	08/08/2024	0.3587	22.60€	-	1.43€
Margarida Restaurante - PLN	Plutus	Cashback	08/08/2024	0.5387	34.30€	-	2.15€
Sabores do Mondego - PLN	Plutus	Cashback	08/08/2024	0.1351	8.60€	-	0.54€
Plutus Perk (Uber)	Plutus	Cashback	08/08/2024	5.2910	10.00€	-	21.16€
McDonalds - PLN	Plutus	Cashback	08/08/2024	0.0944	5.95€	-	0.38€
PICSIL - PLN	Plutus	Cashback	08/08/2024	1.2708	80.91€	-	5.08€
AttaPoll	PayPal	Surveys	07/08/2024	-	-	-	3.01€
AttaPoll	PayPal	Surveys	06/08/2024	-	-	-	2.83€
AttaPoll	PayPal	Surveys	05/08/2024	-	-	-	3.58€
beRuby	PayPal	Surveys	05/08/2024			-	10.00€
AliExpress	LetyShops	Cashback	03/08/2024	-	-	-	0.08€
AliExpress	LetyShops	Cashback	03/08/2024	-	-	-	0.39€
Continente - PLN	Plutus	Cashback	03/08/2024	0.0121	0.90€	-	0.05€
MEO - PLN	Plutus	Cashback	03/08/2024	0.5432	40.92€	-	2.17€
Continente - PLN	Plutus	Cashback	03/08/2024	0.3179	23.95€	-	1.27€
Plutus Perk (Amazon)	Plutus	Cashback	03/08/2024	4.5045	10.00€	-	18.02€
Almedina - PLN	Plutus	Cashback	03/08/2024	0.2014	15.04€	-	0.81€
Curve - Continente	Curve	Cashback	02/08/2024	-	-	£0.41	0.48€
Curve - Continente	Curve	Cashback	01/08/2024	-	-	£0.21	0.25€
Curve - MEO	Curve	Cashback	01/08/2024	-	-	£0.35	0.41€
Continente - PLN	Plutus	Cashback	01/08/2024	0.2015	17.60€	-	0.81€
Plutus Perk (Continente)	Plutus	Cashback	01/08/2024	3.8168	10.00€	-	15.27€
Manjar do Retiro - PLN	Plutus	Cashback	01/08/2024	0.5471	47.60€	-	2.19€
Zippy - PLN	Plutus	Cashback	01/08/2024	0.6203	54.17€	-	2.48€
BOL - PLN	Plutus	Cashback	01/08/2024	0.6148	53.69€	-	2.46€
Plutus Perk - Bonus (Galp)	Plutus	Cashback	01/08/2024	3.0300	0.00€	-	12.12€
Instagram	MBWay	Social Media	31/07/2024	-	-	-	6.00€
Continente - PLN	Plutus	Cashback	29/07/2024	0.1517	10.24€	-	0.61€
Plutus Perk (Continente)	Plutus	Cashback	29/07/2024	3.7037	10.00€	-	14.81€
Curve - Continente	Curve	Cashback	26/07/2024	-	-	£0.17	0.20€
Curve - Continente	Curve	Cashback	26/07/2024	-	-	£0.24	0.28€
Pingo Doce - PLN	Plutus	Cashback	26/07/2024	0.0858	5.90€	-	0.34€
Plutus Perk (Pingo Doce)	Plutus	Cashback	26/07/2024	3.6364	10.00€	-	14.55€
Plutus - Piti	Plutus - Piti	Cashback	26/07/2024	12.1000	-	-	48.40€
AttaPoll	PayPal	Surveys	26/07/2024	-	-	-	2.55€
Tomatino - PLN	Plutus	Cashback	25/07/2024	0.1197	8.20€	-	0.48€
Curve - Pingo Doce	Curve	Cashback	24/07/2024	-	-	£0.14	0.17€
AttaPoll	PayPal	Surveys	22/07/2024	-	-	-	3.43€
Choupana - PLN	Plutus	Cashback	19/07/2024	0.2475	17.20€	-	0.99€
Santander	Santander	Cashback	16/07/2024	-	-	-	1.25€
Curve - Continente	Curve	Cashback	16/07/2024	-	-	£0.01	0.01€
AttaPoll	PayPal	Surveys	15/07/2024	-	-	-	2.51€
YouGov	TB	Surveys	15/07/2024	-	-	-	25.00€
Galp - PLN	Plutus	Cashback	15/07/2024	0.7079	46.50€	-	2.83€
CP - PLN	Plutus	Cashback	14/07/2024	0.6596	46.50€	-	2.64€
Praxis - PLN	Plutus	Cashback	14/07/2024	2.6237	183.00€	-	10.49€
McDonalds - PLN	Plutus	Cashback	13/07/2024	0.0765	5.30€	-	0.31€
Plutus Perk (McDonalds)	Plutus	Cashback	13/07/2024	0.2347	0.65€	-	0.94€
Barbearia S. José - PLN	Plutus	Cashback	12/07/2024	0.1972	14.00€	-	0.79€
Plutus Perk (Curve)	Plutus	Cashback	11/07/2024	3.5552	9.99€	-	14.22€
Notino	LetyShops	Cashback	10/07/2024	-	-	-	0.26€
Bertrand - PLN	Plutus	Cashback	10/07/2024	0.2996	20.90€	-	1.20€
Sabores do Mondego - PLN	Plutus	Cashback	10/07/2024	0.2475	17.20€	-	0.99€
Heaven Sleepy - PLN	Plutus	Cashback	09/07/2024	0.7299	53.10€	-	2.92€
LIDL - PLN	Plutus	Cashback	09/07/2024	0.1892	13.53€	-	0.76€
Plutus Perk (LIDL)	Plutus	Cashback	09/07/2024	3.4965	10.00€	-	13.99€
Orquestra dos Sabores - PLN	Plutus	Cashback	09/07/2024	0.0224	1.60€	-	0.09€
Cismanso - PLN	Plutus	Cashback	08/07/2024	0.0418	3.00€	-	0.17€
Curve - LIDL	Curve	Cashback	07/07/2024	-	-	£0.20	0.24€
Cismanso - PLN	Plutus	Cashback	07/07/2024	0.5779	44.50€	-	2.31€
Cismanso - PLN	Plutus	Cashback	07/07/2024	2.9498	220.50€	-	11.80€
TymRest - PLN	Plutus	Cashback	07/07/2024	0.1131	8.00€	-	0.45€
Booking - PLN	Plutus	Cashback	06/07/2024	6.8911	522.00€	-	27.56€
Booking Cars - PLN	Plutus	Cashback	06/07/2024	2.7132	199.42€	-	10.85€
Plutus Perk (Booking)	Plutus	Cashback	06/07/2024	3.3003	10.00€	-	13.20€
Ticketline - PLN	Plutus	Cashback	05/07/2024	0.3855	30.07€	-	1.54€
Vitaminas - PLN	Plutus	Cashback	05/07/2024	0.1605	12.40€	-	0.64€
Curve - Cars Booking	Curve	Cashback	04/07/2024	-	-	£0.72	0.85€
AttaPoll	PayPal	Surveys	04/07/2024	-	-	-	3.06€
AttaPoll	PayPal	Surveys	04/07/2024	-	-	-	2.96€
Galp Ademia - PLN	Plutus	Cashback	03/07/2024	0.4526	37.00€	-	1.81€
Plutus Perk (McDonalds)	Plutus	Cashback	03/07/2024	2.8419	9.35€	-	11.37€
Forneria - PLN	Plutus	Cashback	01/07/2024	0.5241	43.50€	-	2.10€
Vista Alegre - PLN	Plutus	Cashback	01/07/2024	0.1697	14.00€	-	0.68€
Vista Alegre - PLN	Plutus	Cashback	01/07/2024	0.7635	63.75€	-	3.05€
Sabores do Mondego - PLN	Plutus	Cashback	30/06/2024	0.2164	17.20€	-	0.87€
Buganço - PLN	Plutus	Cashback	30/06/2024	0.8368	68.62€	-	3.35€
Ticketline - PLN	Plutus	Cashback	30/06/2024	0.5585	45.10€	-	2.23€
Continente - PLN	Plutus	Cashback	30/06/2024	0.1606	12.93€	-	0.64€
Curve - Booking	Curve	Cashback	29/06/2024	-	-	£4.57	5.39€
SHEIN - PLN	Plutus	Cashback	29/06/2024	0.3499	29.13€	-	1.40€
Curve - Continente	Curve	Cashback	28/06/2024	-	-	£0.11	0.13€
H3 - PLN	Plutus	Cashback	28/06/2024	0.1410	11.60€	-	0.56€
SHEIN	LetyShops	Cashback	27/06/2024	-	-	-	0.32€
MEO - PLN	Plutus	Cashback	27/06/2024	0.4909	40.99€	-	1.96€
AttaPoll	PayPal	Surveys	26/06/2024	-	-	-	2.76€
RYANAIR - PLN	Plutus	Cashback	26/06/2024	7.6498	638.76€	-	30.60€
AttaPoll	PayPal	Surveys	25/06/2024	-	-	-	3.59€
JD Sports	LetyShops	Cashback	25/06/2024	-	-	-	1.31€
Curve - MEO	Curve	Cashback	25/06/2024	-	-	£0.35	0.41€
Plutus - Piti	Plutus - Piti	Cashback	25/06/2024	10.1300	-	-	40.52€
ALDI - PLN	Plutus	Cashback	25/06/2024	0.0237	2.05€	-	0.09€
Plutus Perk (ALDI)	Plutus	Cashback	25/06/2024	2.8902	10.00€	-	11.56€
LIDL - PLN	Plutus	Cashback	25/06/2024	0.0286	2.70€	-	0.11€
Plutus Perk (LIDL)	Plutus	Cashback	25/06/2024	2.6455	10.00€	-	10.58€
Booking	MBWay	Social Media	24/06/2024	-	-	-	4.00€
Curve - Continente	Curve	Cashback	23/06/2024	-	-	£0.11	0.13€
Continente - PLN	Plutus	Cashback	23/06/2024	0.1154	8.60€		0.46€
Booking	MBWay	Social Media	23/06/2024	-	-	-	11.00€
TikTok	MBWay	Social Media	19/06/2024	-	-	-	3.00€
Continente - PLN	Plutus	Cashback	18/06/2024	0.8914	77.11€		3.57€
H3 - PLN	Plutus	Cashback	18/06/2024	0.2558	22.00€		1.02€
Leroy Merlin - PLN	Plutus	Cashback	18/06/2024	0.0069	0.60€	-	0.03€
Nicequest	Vale	Surveys	17/06/2024	-	-	-	25€
Curve - Pingo Doce	Curve	Cashback	16/06/2024	-	-	£0.66	0.78€
McDonalds - PLN	Plutus	Cashback	15/06/2024	0.1076	9.19€	-	0.43€
Primark - PLN	Plutus	Cashback	15/06/2024	0.2363	20.20€	-	0.95€
Poke Bowls - PLN	Plutus	Cashback	15/06/2024	0.1304	11.15€	-	0.52€
Clinica Sta Madalena - PLN	Plutus	Cashback	15/06/2024	0.2339	20.00€	-	0.94€
SHEIN	LetyShops	Cashback	15/06/2024	-	-	-	0.56€
Santander	Santander	Cashback	15/06/2024	-	-	-	2.56€
JD Sports	LetyShops	Cashback	14/06/2024	-	-	-	1.57€
Poll Pay	PayPal	Surveys	14/06/2024	-	-	-	10.00€
Leroy Merlin - PLN	Plutus	Cashback	13/06/2024	0.3770	33.65€	-	1.51€
Poll Pay	PayPal	Surveys	12/06/2024	-	-	-	10.00€
AttaPoll	PayPal	Surveys	11/06/2024	-	-	-	3.31€
AttaPoll	PayPal	Surveys	11/06/2024	-	-	-	4.16€
Plutus Perk (Curve)	Plutus	Cashback	11/06/2024	2.7597	9.99€	-	11.04€
Leroy Merlin - PLN	Plutus	Cashback	11/06/2024	0.1817	16.57€	-	0.73€
Bagga - PLN	Plutus	Cashback	10/06/2024	0.0513	4.80€	-	0.21€
Uber Eats - PLN	Plutus	Cashback	09/06/2024	0.2691	26.10€	-	1.08€
NOBULL - PLN	Plutus	Cashback	08/06/2024	1.5692	153.00€	-	6.28€
Worten - PLN	Plutus	Cashback	07/06/2024	5.7490	563.40€	-	23.00€
Worten (Máquina Lavar)	LetyShops	Cashback	06/06/2024	-	563.40€	-	10.00€
Worten (Switch)	LetyShops	Cashback	06/06/2024	-	13.00€	-	0.29€
beRuby	PayPal	Surveys	05/06/2024			-	10.00€
Continente - PLN	Plutus	Cashback	05/06/2024	0.7151	70.44€	-	2.86€
Continente - PLN	Plutus	Cashback	05/06/2024	0.2944	29.00€	-	1.18€
Plutus Perk (Continente)	Plutus	Cashback	05/06/2024	2.5381	10.00€	-	10.15€
Delitruques - PLN	Plutus	Cashback	05/06/2024	0.0447	4.40€	-	0.18€
Galp - PLN	Plutus	Cashback	04/06/2024	0.5051	49.88€	-	2.02€
Plutus Perk (Galp) (BN)	Plutus	Cashback	04/06/2024	2.5700	-	-	10.28€
NOBULL - PLN	Plutus	Cashback	04/06/2024	5.1342	507.00€	-	20.54€
Worten - PLN	Plutus	Cashback	04/06/2024	0.1310	13.00€	-	0.52€
Pingo Doce - PLN	Plutus	Cashback	04/06/2024	0.0152	1.49€	-	0.06€
Plutus Perk (Pingo Doce)	Plutus	Cashback	04/06/2024	2.5575	-	-	10.23€
AttaPoll	PayPal	Surveys	03/06/2024	-	-	-	4.81€
Mercadona - PLN	Plutus	Cashback	03/06/2024	0.2251	22.00€	-	0.90€
Plutus Perk (Mercadona)	Plutus	Cashback	03/06/2024	2.5575	-	-	10.23€
Curve - Pingo Doce	Curve	Cashback	01/06/2024	-	-	£0.10	0.12€
Curve - Mercadona	Curve	Cashback	01/06/2024	-	-	£0.27	0.32€
Poll Pay	PayPal	Surveys	01/06/2024	-	-	-	10.00€
Booking Cashback	Deco+	Cashback	01/06/2024	-	-	-	6.50€
Curve - Continente	Curve	Cashback	30/05/2024	-	-	£0.34	0.40€
Spotify	MBWay	Social Media	30/05/2024	-	-	-	12.00€
TikTok	MBWay	Social Media	29/05/2024	-	-	-	6.00€
TikTok	MBWay	Social Media	29/05/2024	-	-	-	5.00€
Curve - Continente	Curve	Cashback	28/05/2024	-	-	£0.61	0.72€
AttaPoll - Piti	PayPal	Surveys	28/05/2024	-	-	-	3.80€
TikTok	MBWay	Social Media	28/05/2024	-	-	-	3.00€
MEO - PLN	Plutus	Cashback	25/05/2024	0.3922	40.99€	-	1.57€
Modern Mystery - PLN	Plutus	Cashback	25/05/2024	0.1349	14.00€	-	0.54€
Plutus - Piti	Plutus - Piti	Cashback	24/05/2024	4.3300	-	-	17.32€
Modern Mystery - PLN	Plutus	Cashback	24/05/2024	0.0499	5.20€	-	0.20€
Pingo Doce - PLN	Plutus	Cashback	24/05/2024	0.0312	3.24€	-	0.12€
Plutus Perk (Pingo Doce)	Plutus	Cashback	24/05/2024	2.4038	-	-	9.62€
Curve - MEO	Curve	Cashback	23/05/2024	-	40.99€	£0.35	0.41€
TikTok	MBWay	Social Media	20/05/2024	-	-	-	33.00€
Plutus Perk (Booking)	Plutus	Cashback	19/05/2024	2.5381	-	-	10.15€
Booking - PLN	Plutus	Cashback	19/05/2024	10.6126	1,045.33€	-	42.45€
BOL - PLN	Plutus	Cashback	17/05/2024	0.5259	51.54€	-	2.10€
BCM Bricolage Leroy - PLN	Plutus	Cashback	17/05/2024	0.3560	34.97€	-	1.42€
Taberna Londrina - PLN	Plutus	Cashback	17/05/2024	0.3450	33.90€	-	1.38€
Continente - PLN	Plutus	Cashback	17/05/2024	0.2263	22.23€	-	0.91€
Curve - Pingo Doce	Curve	Cashback	22/05/2024	-	-	£0.11	0.13€
Curve - Booking	Curve	Cashback	15/05/2024	-	1,045.33€	£9.07	10.70€
Santander	Santander	Cashback	15/05/2024	-	-	-	8.07€
Curve - Continente	Curve	Cashback	13/05/2024	-	22.23€	£0.19	0.22€
Hospital da Luz - PLN	Plutus	Cashback	13/05/2024	0.1879	19.73€	-	0.75€
Osteria 44 - PLN	Plutus	Cashback	13/05/2024	0.5907	60.55€	-	2.36€
TikTok	MBWay	Social Media	12/05/2024	-	-	-	13.00€
Vitaminas - PLN	Plutus	Cashback	12/05/2024	0.1283	13.50€	-	0.51€
Plutus Perk (Lidl)	Plutus	Cashback	12/05/2024	2.4485	-	-	9.79€
AttaPoll - Piti	PayPal	Surveys	09/05/2024	-	-	-	3.45€
ALDI - PLN	Plutus	Cashback	09/05/2024	0.0088	0.93€	-	0.04€
Ingrediente IPN - PLN	Plutus	Cashback	09/05/2024	0.1229	13.00€	-	0.49€
Intermarche - PLN	Plutus	Cashback	09/05/2024	0.0198	2.09€	-	0.08€
Pizzaiolo - PLN	Plutus	Cashback	09/05/2024	0.1816	19.20€	-	0.73€
Continente - PLN	Plutus	Cashback	09/05/2024	0.0638	6.75€	-	0.26€
LIDL - PLN	Plutus	Cashback	09/05/2024	0.1282	13.56€	-	0.51€
Plutus Perk - LIDL	Plutus	Cashback	09/05/2024	2.3641	10.00€	-	9.46€
Continente - PLN	Plutus	Cashback	09/05/2024	0.3671	38.82€	-	1.47€
Ingrediente IPN - PLN	Plutus	Cashback	09/05/2024	0.1182	12.50€	-	0.47€
Plutus Perk - GALP	Plutus	Cashback	07/05/2024	2.6100	10.00€	-	10.44€
Galp Ademia - PLN	Plutus	Cashback	07/05/2024	0.4237	41.10€	-	1.69€
